req_num,text,tests,guidance
1.2.7,As configurações dos NSCs são revisadas pelo menos documentados.,Examine os procedimentos documentados. ; Examine a documentação das revisões realizadas. ; Examine as definições de configuração.,
1.2.8,"Os arquivos de configuração para o NSCs são: • Protegido contra acesso não autorizado. configuração do NSC. Observações de Aplicabilidade Qualquer arquivo ou configuração usado para configurar ou sincronizar os NSCs é considerado um ""arquivo de configuração"". Isso inclui arquivos, controles automatizados e baseados no sistema, scripts, configurações, infraestrutura como código ou outros parâmetros que são copiados, arquivados ou armazenados remotamente.",Examine os arquivos de configuração do NSC.,
1.3,O acesso à rede de e para o ambiente de dados do titular do cartão é restrito.,,
1.3.1,O tráfego de entrada para o CDE é restrito da seguinte forma: • Para apenas o tráfego que é necessário. • Todos os demais tráfegos são especificamente configuração do NSC.,Examine os padrões de configuração do NSC. ; Examine as configurações do NSC.,
1.3.2,O tráfego de saída do CDE é restrito da seguinte forma: • Para apenas o tráfego que é necessário. configuração do NSC.,Examine os padrões de configuração do NSC. ; Examine as configurações do NSC. Requisito do PCI DSS Teste Esperado Resposta♦ Implementado Implementado com Não Aplicável Não Testado Não Implementado,
1.3.3,"Os NSCs são instalados entre todas as redes wireless e o CDE, independentemente de a rede sem fio ser um CDE, de modo que: • Todo o tráfego wireless de redes wireless o para o CDE é negado por padrão. • Somente tráfego wireless com finalidade comercial autorizada é permitido no CDE.",Examine as definições de configuração. ; Examine os diagramas de rede.,
1.4,As conexões de rede entre redes confiáveis e não confiáveis são controladas.,,
1.4.1,Os NSCs são implementados entre redes confiáveis e configuração do NSC.,Examine os padrões de configuração do NSC. ; Examine os diagramas de rede atuais ; Examine as configurações de rede.,
1.4.2,"O tráfego de entrada de redes não confiáveis para redes confiáveis é restrito a: • Comunicações com componentes do sistema que estão autorizados a prestar serviços, protocolos e portas acessíveis publicamente. • Respostas com estado para as comunicações iniciadas por componentes do sistema em uma rede confiável. • Todos os demais tráfegos são negados,","Examine a documentação do NSC. ; Examine as configurações do NSC. Observações de Aplicabilidade O objetivo deste requisito é abordar as sessões de comunicação entre redes confiáveis e não confiáveis, em vez de especificações de protocolos. Este requisito não limita o uso de UDP ou outros protocolos de rede sem conexão se o estado for mantido pelo NSC.",
1.4.3,Medidas antifalsificação são implementadas para detectar e impedir que endereços IP de origem forjados entrem na rede confiável.,Examine as configurações do NSC. Requisito do PCI DSS Teste Esperado Resposta♦ Implementado Implementado com Não Aplicável Não Testado Não Implementado ; Examine a documentação do NSC.,
1.4.4,Os componentes do sistema que armazenam os dados dados e o diagrama de rede.,"Examine o diagrama de fluxo de dados e o diagrama de rede. ; Examine as configurações do NSC. Observações de Aplicabilidade Este requisito não se aplica ao armazenamento de dados da conta em memória volátil, mas se aplica onde a memória está sendo tratada como armazenamento persistente (por exemplo, disco RAM). Os dados da conta só podem ser armazenados na memória volátil durante o tempo necessário para dar suporte ao processo de negócios associado (por exemplo, até a conclusão da transação de cartão de pagamento relacionada).",
1.4.5,A divulgação de endereços IP internos e informações de roteamento é limitada apenas a partes autorizadas.,Examine as configurações do NSC. ; Examine a documentação. ; Entreviste o pessoal responsável. Requisito do PCI DSS Teste Esperado Resposta♦ Implementado Implementado com Não Aplicável Não Testado Não Implementado,
1.5,Os riscos para o CDE de dispositivos de computação que são capazes de se conectar a redes não confiáveis e ao CDE são mitigados.,,
1.5.1,"Os controles de segurança são implementados em quaisquer dispositivos de computação, incluindo dispositivos de propriedade da empresa e de funcionários, que se conectam a redes não confiáveis (incluindo a Internet) e ao CDE da seguinte forma. • As configurações específicas são definidas para evitar que ameaças sejam introduzidas na rede da entidade. • Os controles de segurança estão funcionando ativamente. • Os controles de segurança não podem ser mudados pelos usuários dos dispositivos de computação, a menos que especificamente documentados e autorizados pela administração, caso a caso, por um de configuração.","Examine as políticas e os padrões de configuração. ; Examine as definições de configuração do dispositivo. Observações de Aplicabilidade Esses controles de segurança podem ser temporariamente desativados apenas se houver necessidade técnica legítima, conforme autorizado pela administração de acordo com o caso. Se esses controles de segurança precisarem ser desabilitados para um propósito es pecífico, deverão ser formalmente autorizados. Medidas de segurança adicionais também podem precisar ser implementadas durante o período em que esses controles de segurança não estiverem ativos. Esse requisito se aplica a dispositivos de computação de propriedade de funcionários e de empresas. Os sistemas que não podem ser gerenciados pela política corporativa apresentam pontos fracos e fornecem oportunidades que podem ser exploradas por indivíduo s mal - intencionados. Requisito 2: Aplicar as Configurações de Segurança para Todos os Componentes do Sistema Requisito do PCI DSS Teste Esperado Resposta♦ Implementado Implementado com Não Aplicável Não Testado Não Implementado",
2.1,Processos e mecanismos para aplicar configurações seguras a todos os componentes do sistema são definidos e compreendidos.,,
2.1.1,Todas as políticas e processos operacionais identificados no Requisito 2 estão: • Documentadas. • Atualizadas. • Em uso. • De conhecimento de todas as partes afetadas.,Examine a documentação. ; Entreviste o pessoal.,
2.1.2,"As funções e responsabilidades para a execução de atividades no Requisito 2 são documentadas, atribuídas e compreendidas.",Entreviste o pessoal responsável. ; Examine a documentação.,
2.2,Os componentes do sistema são configurados para administrar com segurança.,,
2.2.1,"Os padrões de configuração são desenvolvidos, implementados e mantidos para: • Cobrir todos os componentes do sistema. • Abordar todas as vulnerabilidades de segurança conhecidas. • Ser consistente com os padrões de proteção do sistema aceitos pelo setor ou com as recomendações de proteção do fornecedor. • Ser atualizado conforme novos problemas de vulnerabilidade são identificados, tal como definido no Requisito 6.3.1. • Ser aplicado quando novos sistemas são configurados e verificados como Implementado antes ou imediatamente após um componente do sistema ser conectado a um ambiente de produção. • Padrões de configuração do • Revise os padrões de proteção aceitos pelo setor.",Examine as definições de configuração. ; Entreviste o pessoal. Requisito do PCI DSS Teste Esperado Resposta♦ Implementado Implementado com Não Aplicável Não Testado Não Implementado,
2.2.2,"As contas padrão do fornecedor são gerenciadas da seguinte forma: • Se as contas padrão do fornecedor forem usadas, a senha padrão será alterada de acordo com o Requisito 8.3.6. • Se as contas padrão do fornecedor não forem usadas, a conta será removida ou desabilitada. • Padrões de configuração do sistema.","Examine a documentação do fornecedor. ; Observe um administrador do sistema fazendo registro usando as contas padrão do fornecedor. ; Examine os arquivos de configuração. ; Entreviste o pessoal. Observações de Aplicabilidade Isso se aplica a TODAS as contas e senhas padrão do fornecedor, incluindo, mas não se limitando a, aquelas usadas por sistemas operacionais, software que preste serviços de segurança, contas de aplicativo e sistema, terminais de ponto de venda (POS), aplicativos de pagamento e padrões de Rede Simples do Protocolo de Gerenciamento (SNMP, por sua sigla em inglês). Este requisito também se aplica quando um componente do sistema não está instalado dentro do ambiente de uma entidade, por exemplo, software e aplicativos que fazem parte do CDE e são acessados por meio de um serviço de assinatura em nuvem.",
2.2.3,"As funções primárias que requerem diferentes níveis de segurança são gerenciadas da seguinte forma: • Existe somente uma função primária em um componente do sistema, • As funções primárias com diferentes níveis de segurança que existem no mesmo componente do sistema são isoladas umas das outras, segurança no mesmo componente do sistema são todas protegidas no nível exigido pela função com a mais alta necessidade de segurança. • Padrões de configuração do sistema.",Examine as configurações do sistema. Requisito do PCI DSS Teste Esperado Resposta♦ Implementado Implementado com Não Aplicável Não Testado Não Implementado,
2.2.4,"Apenas os serviços, protocolos, daemons e funções necessários são ativados e todas as funcionalidades desnecessárias são removidas ou desativadas. • Padrões de configuração do sistema.",Examine as configurações do sistema.,
2.2.5,"Se quaisquer serviços, protocolos ou daemons inseguros estiverem presentes: • A justificativa comercial é documentada. • Recursos de segurança adicionais são documentados e implementados para reduzir o risco configuração.",Examine os padrões de configuração. ; Entreviste o pessoal. ; Examine as definições de configuração.,
2.2.6,Os parâmetros de segurança do sistema são configurados para evitar o uso indevido. • Padrões de configuração do sistema.,Entreviste o pessoal. ; Examine as configurações do sistema.,
2.2.7,Todo o acesso administrativo fora do console é criptografado usando criptografia forte. • Padrões de configuração do sistema.,Observe um registro de administrador. ; Examine as configurações do sistema. ; Examine a documentação do fornecedor. ; Entreviste o pessoal. Observações de Aplicabilidade Inclui acesso administrativo por meio de interfaces baseadas em navegador e interfaces de programação de aplicativos (APIs). Requisito do PCI DSS Teste Esperado Resposta♦ Implementado Implementado com Não Aplicável Não Testado Não Implementado,
2.3,Os ambientes de hardware são configurados para administrar com segurança.,,
2.3.1,"Para ambientes wireless conectados ao CDE ou transmitindo dados de conta, todos os padrões do fornecedor sem fio são alterados na instalação ou são confirmados como seguros, incluindo, mas não se limitando a: • Chaves de criptografia sem fio padrão. • Senhas ou pontos de acesso wireless. • Padrões SNMP. • Quaisquer outros padrões de fornecedores sem fio procedimentos. • Revise a documentação do fornecedor.","Examine as políticas e os procedimentos. ; Examine as definições de configuração wireless. ; Entreviste o pessoal. Observações de Aplicabilidade Isso inclui, mas não está limitado a, chaves de criptografia sem fio padrão, senhas em pontos de acesso sem fio, padrões SNMP e quaisquer outros padrões de fornecedores sem fio relacionados à segurança.",
2.3.2,"Para ambientes wireless conectados ao CDE ou transmitindo dados da conta, as chaves de criptografia wireless são alteradas da seguinte forma: • Sempre que pessoal com conhecimento da chave deixa a empresa ou a função para a qual o conhecimento era necessário. • Sempre que houver suspeita ou comprovação de que uma chave está comprometida.",Examine a documentação de gerenciamento de chaves. ; Entreviste o pessoal. Proteger os Dados da Conta Requisito 3: Proteger os Dados Armazenados da Conta Requisito do PCI DSS Teste Esperado Resposta♦ Implementado Implementado com Não Aplicável Não Testado Não Implementado,
3.1,Os processos e mecanismos para proteger os dados da conta armazenados são definidos e compreendidos.,,
3.1.1,Todas as políticas e processos operacionais identificados no Requisito 3 estão: • Documentadas. • Atualizadas. • Em uso. • De conhecimento de todas as partes afetadas.,Examine a documentação. ; Entreviste o pessoal.,
3.1.2,"As funções e responsabilidades para a execução de atividades no Requisito 3 são documentadas, atribuídas e compreendidas.",Entreviste o pessoal responsável. Requisito do PCI DSS Teste Esperado Resposta♦ Implementado Implementado com Não Aplicável Não Testado Não Implementado ; Examine a documentação.,
3.2,O armazenamento de dados da conta é mínimo.,,
3.2.1,"O armazenamento de dados da conta é reduzido ao mínimo por meio da implementação de políticas, procedimentos e processos de retenção e descarte de dados que incluem pelo menos o seguinte: • Cobertura para todos os locais de dados de conta armazenados. • Cobertura para quaisquer dados de autenticação confidenciais (SAD) armazenados antes da conclusão da autorização. Este marcador é uma prática recomendada até sua data efetiva; consulte as notas de aplicabilidade abaixo para obter detalhes. • Limitar a quantidade de armazenamento de dados e o tempo de retenção ao que é necessário para requisitos jurídicos ou regulamentares e/ou de negócios. • Requisitos de retenção específicos para dados de contas armazenados que definem a duração do período de retenção e incluem uma justificativa de negócios documentada. • Processos para exclusão segura ou processamento de dados da conta irrecuperáveis quando não são mais necessários de acordo com a política de retenção. • Um processo para verificar, pelo menos uma vez a cada três meses, se os dados da conta armazenados que excedem o período de retenção definido foram excluídos com segurança ou tornaram -se irrecuperáveis. retenção e descarte de dados.","Examine as políticas, procedimentos e processos de retenção e descarte de dados. ; Entreviste o pessoal. ; Examine os arquivos e registros do sistema nos componentes do sistema onde os dados da conta estão armazenados. ; Observe os mecanismos usados para tornar os dados da conta irrecuperáveis. Requisito do PCI DSS Teste Esperado Resposta♦ Implementado Implementado com Não Aplicável Não Testado Não Implementado Observações de Aplicabilidade Onde os dados da conta são armazenados por um TPSP (por exemplo, em um ambiente de nuvem), as entidades são responsáveis por trabalhar com seus prestadores de serviços para entender como o TPSP atende a esse requisito para a entidade. As considerações incluem garantir que todas as instâncias geográficas de um elemento de dados sejam excluídas com segurança. O marcador acima (para a cobertura do SAD armazenado antes da conclusão da autorização) é uma prática recomendada até 31 de março de 2025, após o qual será exigido como parte do Requisito 3.2.1 e deve ser totalmente considerado durante uma avaliação do PCI DSS.",
3.3,Os dados de autenticação confidenciais (SAD) não são armazenados após a autorização.,,
3.3.1,"O SAD não é armazenado após a autorização, mesmo se criptografado. Todos os dados de autenticação confidenciais recebidos são tornados irrecuperáveis após a conclusão do processo de procedimentos documentados.","Examine as políticas e procedimentos documentados. ; Examine as configurações do sistema. ; Observe os processos seguros de exclusão de dados. Observações de Aplicabilidade Parte desta Observação de Aplicabilidade foi removida intencionalmente para este SAQ, pois não se aplica a avaliações dos comerciantes . Os dados de autenticação confidenciais incluem os dados citados nos Requisitos 3.3.1.1 a 3.3.1.3. Requisito do PCI DSS Teste Esperado Resposta♦ Implementado Implementado com Não Aplicável Não Testado Não Implementado",
3.3.1.1,O conteúdo completo de qualquer rastreamento não é armazenado após a conclusão do processo de autorização.,"Examine as fontes de dados. Observações de Aplicabilidade No curso normal dos negócios, os seguintes elementos de dados do rastreamento podem precisar ser retidos: • Nome do Titular do Cartão. • Número da Conta Principal (PAN). • Data de Validade. • Código do Serviço. Para minimizar o risco, armazene com segurança apenas esses elementos de dados conforme necessário para os negócios.",
3.3.1.2,O código de verificação do cartão não é armazenado verso de um cartão de pagamento usado para verificar transações com cartão não presente.,Examine as fontes de dados. Observações de Aplicabilidade O código de verificação do cartão é o número de três ou quatro dígitos impresso na frente ou no verso de um cartão de pagamento usado para verificar transações com cartão não presente.,
3.3.1.3,O número de identificação pessoal (PIN) e o bloqueio de PIN não são armazenados após a conclusão do ser armazenado após a conclusão do processo de autorização. Requisito do PCI DSS Teste Esperado Resposta♦ Implementado Implementado com CCW Não Aplicável Não Testado Não,"Examine as fontes de dados. Observações de Aplicabilidade Os bloqueios de PIN são criptografados durante o curso natural dos processos de transação, mas mesmo se uma entidade criptografar o bloqueio de PIN novamente, este ainda não poderá ser armazenado após a conclusão do processo de autorização.",
3.3.2,O SAD que é armazenado eletronicamente antes da conclusão da autorização é criptografado usando sistema.,"Examine os armazenamentos de dados e as configurações do sistema. ; Examine a documentação do fornecedor. Observações de Aplicabilidade Se o SAD tem permissão para ser armazenado antes da autorização ser determinada pelas organizações que gerenciam programas de conformidade (por exemplo, bandeiras de pagamento e adquirentes). Contate as organizações de interesse para todos os critérios adicionais. Contate estas organizações para todos os critérios adicionais. Este requisito se aplica a todo o armazenamento do SAD, mesmo se nenhum PAN estiver presente no ambiente. Consulte o Requisito 3.2.1 para um requisito adicional que se aplica se o SAD for armazenado antes da conclusão da autorização. Parte desta Observação de Aplicabilidade foi removida intencionalmente para este SAQ, pois não se aplica a avaliações dos comerciantes . Esse requisito não substitui como os bloqueios de PIN devem ser gerenciados, nem significa que um bloqueio de PIN criptografado corretamente precisa ser criptografado novamente. Este requisito é uma prática recomendada até 31 de março de 2025, após o qual será exigido e deve ser totalmente considerado durante uma avaliação do PCI DSS.",
3.3.3,Requisito adicional para emissores e empresas que oferecem suporte a serviços de emissão e armazenam dados de autenticação confidenciais. Requisito do PCI DSS Teste Esperado Resposta♦ Implementado Implementado com CCW Não Aplicável Não Testado Não,,
3.4,O acesso a telas de PAN completo e a capacidade de copiar o PAN são restritos.,,
3.4.1,"O PAN é mascarado quando exibido (o PIN e os quatro últimos dígitos são o número máximo de dígitos a serem exibidos), de forma que apenas o pessoal com uma necessidade comercial legítima pode ver mais do que o PIN e os quatro últimos procedimentos documentados.","Examine as políticas e procedimentos documentados. ; Examine as configurações do sistema. ; Examine a lista documentada de funções que precisam acessar mais do que o PIN e os últimos quatro dígitos do PAN (inclui o PAN completo). ; Examine as exibições do PAN (por exemplo, na tela, em recibos em papel). Observações de Aplicabilidade Esse requisito não substitui os requisitos mais rígidos em vigor para exibição de dados do titular do cartão - por exemplo, requisitos jurídicos ou de bandeira de pagamento para recibos de ponto de venda (POS). Este requisito se refere à proteção do PAN onde ele é exibido nas telas, recibos de papel, impressões, etc., e não deve ser confundido com o Requisito 3.5.1 para proteção do PAN quando armazenado, processado ou transmitido.",
3.4.2,"Ao usar tecnologias de acesso remoto, os controles técnicos evitam a cópia e/ou realocação do PAN para todo o pessoal, exceto para aqueles com autorização explícita documentada e uma necessidade comercial controles técnicos.","Examine as políticas e procedimentos documentados e evidências documentadas para controles técnicos. ; Examine as configurações para tecnologias de acesso remoto. ; Observe os processos. ; Entreviste o pessoal. Observações de Aplicabilidade Armazenar ou realocar PAN em discos rígidos locais, mídia eletrônica removível e outros dispositivos de armazenamento traz esses dispositivos para o escopo do PCI DSS. Este requisito é uma prática recomendada até 31 de março de 2025, após o qual será exigido e deve ser totalmente considerado durante uma avaliação do PCI DSS. Requisito do PCI DSS Teste Esperado Resposta♦ Implementado Implementado com Não Aplicável Não Testado Não Implementado",
3.5,"O número da conta principal (PAN, por sua sigla em inglês) é protegido onde quer que seja armazenado.",,
3.5.1,"O PAN é tornado ilegível em qualquer lugar em que esteja armazenado usando qualquer uma das seguintes abordagens: • Hashes unilaterais baseados em criptografia forte de todo o PAN. • Se o PAN for armazenado, processado, transmitido ou de outra forma presente, os requisitos deste módulo se aplicam além dos Requisitos Principais do Software Seguro. – Se versões hash e truncadas do mesmo PAN, ou diferentes formatos de truncamento do mesmo PAN, estiverem presentes em um ambiente, controles adicionais serão implementados de forma que as diferentes versões não possam ser correlacionadas para reconstruir o PAN original • Tokens de índice. • Esta tabela não pretende ser exaustiva, mas é apresentada para ilustrar os diferentes tipos de requisitos que se aplicam a cada elemento de ilegível.","Examine a documentação sobre o sistema usado para tornar o PAN ilegível. ; Examine os repositórios de dados. ; Examine os registros de auditoria, incluindo registros de aplicativos de pagamento. ; Examine os controles para verificar se os PANs com hash e truncados não podem ser correlacionados para reconstruir o PAN original. Observações de Aplicabilidade Este requisito se aplica a PANs armazenados em armazenamento primário (bancos de dados ou arquivos simples, como planilhas de arquivos de texto), bem como armazenamento não primário (backup, logs de auditoria, exceção ou logs de solução de problemas) . Este requisito não impede o uso de arquivos temporários contendo PAN de texto simples durante a criptografia e descriptografia do PAN . Requisito do PCI DSS Teste Esperado Resposta♦ Implementado Implementado com Não Aplicável Não Testado Não Implementado",
3.5.1.1,"Os hashes usados para tornar o PAN ilegível (de método de hash usado. • Não há outros dados de conta armazenados no mesmo sistema que os hashes. Este requisito é considerado uma prática recomendada até 31 de março de 2025, após o qual será exigido e deve ser totalmente considerado durante uma avaliação do PCI DSS. Este requisito substituirá o marcador do Requisito 3.5.1 para hashes unidirecionais assim que sua data de vigência for atingida. Requisito do PCI DSS Teste Esperado Resposta♦ Implementado Implementado com CCW Não Aplicável Não Testado Não","Examine a documentação sobre o método de hash usado. ; Examine a documentação sobre os procedimentos e processos de gerenciamento de chaves. ; Examine os repositórios de dados. ; Examine os registros de auditoria, incluindo registros de aplicativos de pagamento. Observações de Aplicabilidade Todas as Observações de Aplicabilidade para o Requisito 3.5.1 também se aplicam a este requisito. Os processos e procedimentos de gerenciamento de chaves (Requisitos 3.6 e 3.7) não se aplicam aos componentes do sistema usados para gerar hashes com chave individuais de um PAN para comparação com outro sistema se: • Os componentes do sistema só têm acesso a um valor hash por vez (os valores hash não são armazenados no sistema)",
3.5.1.2,"Se a criptografia em nível de disco ou em nível de partição (em vez de criptografia de banco de dados em nível de arquivo, coluna ou campo) for usada para tornar o PAN ilegível, ela será implementada apenas da seguinte maneira: • Em mídia eletrônica removível. • Se usado para mídia eletrônica não removível, o PAN também se torna ilegível por meio de outro mecanismo que atenda ao Requisito 3.5.1.","Observe os processos de criptografia. ; Examine as configurações e/ou a documentação do fornecedor. ; Observe os processos de criptografia. Observações de Aplicabilidade Este requisito se aplica a qualquer método de criptografia que forneça PAN em texto não criptografado automaticamente quando um sistema é executado, mesmo que um usuário autorizado não tenha solicitado especificamente esses dados. Embora a criptografia de disco ou de partição ainda possa estar presente nesses tipos de dispositivos, não pode ser o único mecanismo usado para proteger o PAN armazenado nesses sistemas. Qualquer PAN armazenado também deve ser tornado ilegível de acordo com o Requisito 3.5.1 - por exemplo, por meio de truncamento ou um mecanismo de criptografia de nível de dados. A criptografia de disco completo ajuda a proteger os dados em caso de perda física de um disco e, portanto, seu uso é apropriado apenas a dispositivos de armazenamento de mídia eletrônica removíveis. A mídia que faz parte de uma arquitetura de centro de dados (por exemplo, unidades aspiradas a quente, backups de fita em massa) é considerada mídia eletrônica não removível para a qual o Requisito 3.5.1 se aplica. As implementações de criptografia de disco ou partição também devem atender a todos os outros requisitos de criptografia do PCI DSS e gerenciamento de chaves. Parte desta Observação de Aplicabilidade foi removida intencionalmente para este SAQ, pois não se aplica a avaliações dos comerciantes . Este requisito é uma prática recomendada até 31 de março de 2025, após o qual será exigido e deve ser totalmente considerado durante uma avaliação do PCI DSS. Requisito do PCI DSS Teste Esperado Resposta♦ Implementado Implementado com Não Aplicável Não Testado Não Implementado",
3.5.1.3,"Se a criptografia em nível de disco ou partição for usada (em vez de criptografia de banco de dados em nível de arquivo, coluna ou campo) para tornar o PAN ilegível, ela será gerenciada da seguinte maneira: • O acesso lógico é gerenciado separadamente e independentemente da autenticação do sistema operacional nativo e dos mecanismos de controle de acesso. • As chaves de descriptografia não estão associadas a contas de usuário. • Os fatores de autenticação (senhas, frases sistema.",Examine as configurações do sistema. ; Observe o processo de autenticação. ; Examine os arquivos que contêm fatores de autenticação. ; Entreviste o pessoal. Observações de Aplicabilidade As implementações de criptografia de disco ou partição também devem atender a todos os outros requisitos de criptografia do PCI DSS e gerenciamento de chaves. Requisito do PCI DSS Teste Esperado Resposta♦ Implementado Implementado com Não Aplicável Não Testado Não Implementado,
3.6,As chaves criptográficas usadas para proteger os dados armazenados da conta são protegidas.,,
3.6.1,"Os procedimentos são definidos e implementados para proteger as chaves criptográficas usadas para proteger os dados da conta armazenados contra divulgação e uso indevido que incluem: • O acesso às chaves é restrito ao menor número de guardiães necessários. • As chaves de criptografia de chave são pelo menos tão fortes quanto as chaves de criptografia de dados que protegem. • As chaves de criptografia de chave são armazenadas separadamente das chaves de criptografia de dados. gerenciamento de chaves. Observações de Aplicabilidade Este requisito se aplica a chaves usadas para proteger dados da conta armazenados e a chaves de criptografia de chaves usadas para proteger chaves de criptografia de dados. O requisito para proteger as chaves usadas para proteger os dados armazenados da conta contra divulgação e uso indevido se aplica às chaves de criptografia de dados e às chaves de criptografia de chave. Como uma chave de criptografia de chave pode conceder acesso a muitas chaves de criptografia de dados, as chaves de criptografia de chave requerem fortes medidas de proteção.",Examine as políticas e procedimentos documentados de gerenciamento de chaves.,
3.6.1.1,Requisito adicional apenas para prestadores de serviços. Requisito do PCI DSS Teste Esperado Resposta♦ Implementado Implementado com CCW Não Aplicável Não Testado Não,,
3.6.1.2,"As chaves secretas e privadas usadas para proteger os dados da conta armazenados são armazenadas em um (ou mais) dos seguintes formulários o tempo todo: • Criptografado com uma chave de criptografia de chave que é pelo menos tão forte quanto a chave de criptografia de dados e que é armazenada separadamente da chave de criptografia de dados. • Dentro de um dispositivo criptográfico seguro (SCD), como um módulo de segurança de hardware (HSM) ou dispositivo de ponto de interação aprovado pelo PTS. • Como pelo menos dois componentes -chave completos ou partes -chave, de acordo com um método aceito pela indústria. • De acordo com a ISO 19592 ou padrão da indústria equivalente para geração de compartilhamentos de chave secreta.","Examine os procedimentos documentados. ; Examine as configurações do sistema e os locais de armazenamento de chaves, inclusive para chaves de criptografia de chaves. Observações de Aplicabilidade Não é necessário que as chaves públicas sejam armazenadas em um desses formulários. As chaves criptográficas armazenadas como parte de um sistema de gerenciamento de chaves (KMS) que emprega SCDs são aceitáveis. Uma chave criptográfica dividida em duas partes não atende a esse requisito. Chaves secretas ou privadas armazenadas como componentes -chave ou compartilhamentos de chaves devem ser geradas por meio de um dos seguintes: • Usando um gerador de números aleatórios aprovado e dentro de um SCD,",
3.6.1.3,O acesso aos componentes da chave criptográfica de texto não criptografado é restrito ao menor número de custodiantes necessários.,Examine as listas de acesso do usuário.,
3.6.1.4,As chaves criptográficas são armazenadas no menor número possível de locais.,Observe os processos. Requisito do PCI DSS Teste Esperado Resposta♦ Implementado Implementado com Não Aplicável Não Testado Não Implementado ; Examine os locais de armazenamento de chaves.,
3.7,"Onde a criptografia é usada para proteger os dados armazenados da conta, os processos e procedimentos de gerenciamento de chave cobrindo todos os aspectos do ciclo de vida da chave são definidos e implementados.",,
3.7.1,Políticas e procedimentos de gerenciamento de chaves são implementados para incluir a geração de chaves criptográficas fortes usadas para proteger os gerenciamento de chaves.,Examine as políticas e procedimentos documentados de gerenciamento de chaves. ; Observe o método de geração de chaves.,
3.7.2,Políticas e procedimentos de gerenciamento de chaves são implementados para incluir a distribuição segura de chaves criptográficas usadas para proteger gerenciamento de chaves.,Examine as políticas e procedimentos documentados de gerenciamento de chaves. ; Observe o método de distribuição de chaves.,
3.7.3,Políticas e procedimentos de gerenciamento de chaves são implementados para incluir armazenamento seguro de chaves criptográficas gerenciamento de chaves.,Examine as políticas e procedimentos documentados de gerenciamento de chaves. ; Observe o método de armazenamento de chaves.,
3.7.4,"As políticas e procedimentos de gerenciamento de chaves são implementados para alterações de chave criptográfica para chaves que atingiram o fim de seu período criptográfico, conforme definido pelo fornecedor do aplicativo associado ou proprietário da chave e com base nas práticas recomendadas e diretrizes do setor , incluindo o seguinte: • Um criptoperíodo definido para cada tipo de chave em uso. gerenciamento de chaves.",Examine as políticas e procedimentos documentados de gerenciamento de chaves. ; Entreviste o pessoal. ; Observe os locais de armazenamento das chaves. Requisito do PCI DSS Teste Esperado Resposta♦ Implementado Implementado com Não Aplicável Não Testado Não Implementado,
