req_num,text,tests,guidance
3.5.1.3,"Si se utiliza el cifrado a nivel del disco o de partición (en lugar del cifrado de la base de datos a nivel de archivo, columna o campo) para hacer que los datos PAN sea ilegibles, sólo se implementará de la siguiente manera: • El acceso lógico se gestiona por separado e independientemente de la autenticación del sistema operativo nativo y de los mecanismos de control de acceso. • Las claves de descifrado no están asociadas a las cuentas de usuario. • Los factores de autenticación (contraseñas, frases de paso o claves criptográficas) que permiten el acceso a los datos no cifrados se sistema. © 2006- 2024 Implementado Implementado",Evalúe las configuraciones del sistema. ; Observe el proceso de autenticación. ; Evalúe los archivos que contienen factores de autenticación. ; Entreviste al personal.,Las implementaciones de cifrado de discos o particiones también deben cumplir todos los demás requisitos de cifrado y gestión de claves PCI DSS.
3.6,Las claves criptográficas utilizadas para proteger los datos del titular de la tarjeta almacenados están protegidos.,,
3.6.1,Los procedimientos se definen e implementan para proteger las claves cifradas utilizadas para proteger los datos del titular de la tarjeta almacenados contra la divulgación y el uso indebido que incluyen: • El acceso a las claves está restringido al menor número de custodios necesarios. • Las claves de cifrado de claves son al menos tan seguras como las claves de cifrado de datos que estas protegen. • Las claves de cifrado de claves se almacenan por separado de las claves de cifrado de datos. gestión de claves.,Evalúe las políticas y procedimientos documentados de gestión de claves.,"Este requisito se aplica a las claves utilizadas para proteger los datos del titular de la tarjeta almacenados y a las claves de cifrado utilizadas para proteger las claves de cifrado de datos. El requisito para proteger las claves utilizadas para proteger los datos del titular de la tarjeta almacenados de la divulgación y el uso indebido se aplica tanto a las claves de cifrado de datos como a las claves de cifrado de claves. Debido a que una clave de cifrado de claves puede otorgar acceso a muchas claves de cifrado de datos, las claves de cifrado de claves requieren fuertes medidas de protección."
3.6.1.1,Requisito adicional sólo para proveedores de servicios. © 2006- 2024 Implementado Implementado,,
3.6.1.2,"Las claves secretas y privadas que se utilizan para proteger los datos del titular de la tarjeta se almacenan en uno (o más) de las siguientes formas en todo momento: • Cifrado con una clave de cifrado de clave, que sea al menos tan fuerte, como la clave de cifrado de datos y que se almacene por separado de la clave de cifrado de datos. • Dentro de un dispositivo criptográfico seguro (SCD), como un módulo de seguridad de hardware (HSM) o un dispositivo de punto de interacción aprobado por PTS. • Como , al menos, dos componentes de clave de documentados. • De acuerdo con el estándar ISO 19592 o su equivalente en la industria para la generación de claves secretas compartidas.","Evalúe los procedimientos documentados. ; Evalúe las configuraciones del sistema y las ubicaciones de almacenamiento de claves, incluyendo para las claves de cifrado de claves.","No es necesario que las claves públicas sean almacenadas en una de estas formas. Las claves criptográficas almacenadas como parte de un sistema de gestión de claves (KMS) que emplea SCD son aceptables. Una clave criptográfica que se divide en dos partes no cumple con este requisito. Las claves secretas o privadas almacenadas como componentes clave o recursos compartidos de claves deben generarse a través de uno de los siguientes : • Utilizando un generador de números aleatorios aprobado y dentro de un SCD,"
3.6.1.3,El acceso a los componentes de claves criptográficas de texto no cifrado está restringido al menor número posible de custodios que sean necesarios.,Evalúe las listas de acceso de los usuarios.,
3.6.1.4,Las claves criptográficas se almacenan en el menor número posible de ubicaciones . © 2006- 2024 Implementado Implementado,Evalúe las locaciones clave almacenamiento. ; Observe los procesos.,
3.7,"Cuando se usa criptografía para proteger datos del titular de la tarjeta almacenados, se definen e implementan procesos y procedimientos de administración de claves que cubren todos los aspectos del ciclo de vida de las claves.",,
3.7.1,Las políticas y procedimientos de administración de claves se implementan para incluir la generación de claves criptográficas fuertes utilizadas para proteger gestión de claves.,Evalúe las políticas y procedimientos documentados de gestión de claves. ; Observe el método de generación de claves.,
3.7.2,Las políticas y los procedimientos de administración de claves son implementados para incluir la distribución segura de las claves criptográficas utilizadas para proteger los datos del titular de la gestión de claves.,Evalúe las políticas y procedimientos documentados de gestión de claves. ; Observe el método de distribución de claves.,
3.7.3,Se implementan políticas y procedimientos de gestión de claves para incluir el almacenamiento seguro de las claves criptográficas utilizadas para proteger los datos del titular de la tarjeta gestión de claves.,Evalúe las políticas y procedimientos documentados de gestión de claves. ; Observe el método de almacenamiento de claves.,
3.7.4,"Se implementan políticas y procedimientos de gestión de claves para los cambios de claves criptográficas de aquellas claves que han llegado al final de su criptoperíodo, según lo definido por el proveedor de la aplicación asociada o por el propietario de la clave, y basado en las mejores prácticas y lineamientos de la industria, incluyendo lo siguiente: • Un criptoperíodo definido para cada tipo de clave en uso. • Un proceso para el cambio de claves al final del gestión de claves. © 2006- 2024 Implementado Implementado",Evalúe las políticas y procedimientos documentados de gestión de claves. ; Entreviste al personal. ; Observe las locaciones clave de almacenamiento.,
3.7.5,"Los procedimientos de políticas de gestión de claves se implementan para incluir el retiro, sustitución o destrucción de las claves utilizadas para proteger los datos del titular de la tarjeta almacenados, según se considere necesario cuando: • La clave haya llegado al final de su criptoperíodo definido. • La integridad de la clave se haya debilitado, incluso cuando el personal con conocimiento de un componente de la clave en texto no cifrado abandone la empresa, o la función por la que conocía la clave. • Se sospecha o se sabe que la clave está comprometida. Las claves retiradas o reemplazadas no se utilizan gestión de claves. © 2006- 2024 Implementado Implementado",Evalúe las políticas y procedimientos documentados de gestión de claves. ; Entreviste al personal.,"Si es necesario conservar las claves criptográficas retiradas o reemplazas, dichas claves deben archivarse de forma segura (por ejemplo, utilizando una clave de cifrado)."
