req_num,text,tests,guidance
1.5.1,"Sicherheitskontrollen werden auf allen Computergeräten implementiert, einschließlich unternehmens - und mitarbeitereigenen Geräten, die sich mit nicht vertrauenswürdigen Netzwerken (einschließlich dem Internet) und der CDE wie folgt verbinden: • Spezifische Konfigurationseinstellungen werden definiert, um zu verhindern, dass Bedrohungen in das Netzwerk der Entität eingeführt werden. • Sicherheitskontrollen werden aktiv durchgeführt. • Sicherheitskontrollen können von Benutzern der Computergeräte nicht geändert werden, es sei denn, dies wird von der Geschäftsleitung im Einzelfall für einen begrenzten Zeitraum ausdrücklich dokumentiert und genehmigt. • Richtlinien und Konfigurationsstandards untersuchen. • Gerätekonfigurationseinstellun gen untersuchen. © 2006 -2024 Anforderung 2: Anwendung sicherer Konfigurationen auf alle Systemkomponenten PCI DSS -Anforderung Erwartetes Testen Antwort♦ (Eine Antwort für jede Anforderung ankreuzen ) Vorhanden Vorhanden mit CCW Nicht Anwendbar Nicht Getestet Nicht",,"Diese Sicherheitskontrollen dürfen nur dann vorübergehend deaktiviert werden, wenn ein berechtigter technischer Bedarf besteht, der von der Verwaltung im Einzelfall genehmigt wird. Wenn diese Sicherheitskontrollen für einen bestimmten Zweck deaktiviert wer den müssen, muss dieses formell autorisiert werden. Für den Zeitraum, in dem diese Sicherheitskontrollen nicht aktiv sind, müssen möglicherweise zusätzliche Sicherheitsmaßnahmen implementiert werden. Diese Anforderung gilt für mitarbeiter - und unternehmenseigene Computergeräte. Systeme, die nicht durch Unternehmensrichtlinien verwaltet werden können, führen zu Schwachstellen und stellen Möglichkeiten bereit, die böswillige Personen ausnutzen können."
2.1,Prozesse und Mechanismen zum Anwenden sicherer Konfigurationen auf alle Systemkomponenten werden definiert und verstanden.,,
2.1.1,"Alle Sicherheitsrichtlinien und Betriebsprozeduren, die in Anforderung 2 identifiziert werden, sind: • Dokumentiert. • Auf dem neuesten Stand gehalten. • In Verwendung.",Allen betroffenen Parteien bekannt. • Dokumentation untersuchen. ; Personal befragen.,
2.1.2,"Die Rollen und Verantwortlichkeiten für die Durchführung der in Anforderung 2 genannten Tätigkeiten sind dokumentiert, zugewiesen und verstanden. • Dokumentation untersuchen. • Verantwortliches Personal befragen.",,
2.2,Systemkomponenten werden sicher konfiguriert und verwaltet.,,
2.2.1,"Konfigurationsstandards werden entwickelt, implementiert und gewartet, um: • Alle Systemkomponenten abzudecken. • Alle bekannten Schwachstellen zu adressieren. • Mit branchenübliche Standards für die Systemhärtung oder die Empfehlungen der Anbieter zur Härtung konsistent zu sein. • Wenn neue Schwachstellen identifiziert werden, wie in Anforderung 6.3.1 definiert, aktualisiert zu sein. • Wenn neue Systeme konfiguriert und verifiziert werden, wie sie bevor oder unmittelbar vorhanden sind, nachdem eine Systemkomponente mit einer Produktionsumgebung verbunden wird, angewandt zu sein. • Systemkonfigurationsstandar ds untersuchen. • Die branchenweit akzeptierten Härtungsstandards überprüfen. • Konfigurationseinstellungen © 2006 -2024 PCI DSS -Anforderung Erwartetes Testen Antwort♦ (Eine Antwort für jede Anforderung ankreuzen ) Vorhanden Vorhanden mit CCW Nicht Anwendbar Nicht Getestet Nicht",Personal befragen.,
2.2.2,"Anbieter -Standardkonten werden wie folgt verwaltet: • Wenn die Anbieter -Standardkonten verwendet werden, wird das Standardpasswort gemäß Anforderung 8.3.6 geändert. • Wenn die Anbieter -Standardkonten nicht verwendet werden, wird das Konto entfernt oder deaktiviert. • Systemkonfigurationsstandards untersuchen. • Anbieterdokumentation • Beachten, wie sich ein Systemadministrator mit den Standardkonten des Anbieters anmeldet. © 2006 -2024 PCI DSS -Anforderung Erwartetes Testen Antwort♦ (Eine Antwort für jede Anforderung ankreuzen ) Vorhanden Vorhanden mit CCW Nicht Anwendbar Nicht Getestet Nicht",Konfigurationsdateien untersuchen. ; Personal befragen.,"Dies gilt für ALLE Anbieter -Standardkonten und -Passwörter, einschließlich, aber nicht beschränkt auf diejenigen, die von Betriebssystemen verwendet werden, Software, die Sicherheitsdienstleistungen bereitstellt, Anwendungs - und Systemkonten, Verkaufsstellen-Terminals (POS), Zahlungsanwendungen und Simple Network Standardeinstellungen für das einfache Netzwerkverwaltungsprotokoll (SNMP). Diese Anforderung gilt auch, wenn eine Systemkomponente nicht in der Umgebung einer Entität installiert ist, zum Beispiel Software und Anwendungen, die Teil der CDE sind und auf die über eine Cloud-Abonnementdienstleistung zugegriffen wird."
2.2.3,"Primäre Funktionen, die unterschiedliche Sicherheitsstufen erfordern, werden wie folgt verwaltet: • Auf einer Systemkomponente existiert nur eine primäre Funktion, ODER • Primäre Funktionen mit unterschiedlichen Sicherheitsstufen, die auf derselben Systemkomponente existieren, sind voneinander isoliert, Sicherheitsstufen auf derselben Systemkomponente werden alle auf der Stufe gesichert, die die Funktion mit dem höchsten Sicherheitsbedürfnis erfordert. • Systemkonfigurationsstandards untersuchen. • Systemkonfigurationen",,
2.2.4,"Nur notwendige Dienstleistungen, Protokolle, Dämonen und Funktionen werden aktiviert und jede unnötige Funktionalität wird entfernt oder deaktiviert. • Systemkonfigurationsstandar ds untersuchen. • Systemkonfigurationen",,
2.2.5,"Wenn irgendwelche unsicheren Dienstleistungen, Protokolle oder Dämonen vorhanden sind: • Die geschäftliche Rechtfertigung wird dokumentiert. • Zusätzliche Sicherheitsfunktionen werden dokumentiert und implementiert, die das Risiko der Verwendung unsicherer Dienstleistungen, Protokollen oder Dämonen reduzieren. • Konfigurationsstandards untersuchen.",Personal befragen. • Konfigurationseinstellungen untersuchen.,
2.2.6,"Systemsicherheitsparameter werden konfiguriert, um Missbrauch zu verhindern. • Systemkonfigurationsstandar ds untersuchen. © 2006 -2024 PCI DSS -Anforderung Erwartetes Testen Antwort♦ (Eine Antwort für jede Anforderung ankreuzen ) Vorhanden Vorhanden mit CCW Nicht Anwendbar Nicht Getestet Nicht",Personal befragen. • Systemkonfigurationen untersuchen.,
2.2.7,Alle administrativen Nicht -Konsolen -Zugriffe werden mit Verwendung von starker Kryptographie verschlüsselt. • Systemkonfigurationsstandar ds untersuchen. • Eine Administratoranmeldung beachten. • Systemkonfigurationen,Anbieterdokumentation untersuchen. ; Personal befragen.,Dies beinhaltet den administrativen Zugriff über browserbasierte Schnittstellen und Anwendungsprogrammierschnittstellen (APIs).
2.3,"Drahtlose Komponenten werden sicher konfiguriert und verwaltet. 2.3.1 Für drahtlose Umgebungen, die mit der CDE verbunden sind oder Kontodaten übertragen, werden alle drahtlosen Anbieter - Standardeinstellungen bei der Installation geändert oder als sicher bestätigt, einschließlich, aber nicht beschränkt auf: • Standardmäßige drahtlose Verschlüsselungsschlüssel. • Passwörter auf drahtlosen Zugriffspunkten. • SNMP -Standardeinstellungen. • Alle anderen sicherheitsrelevanten drahtlosen Anbieter -Standardeinstellungen. • Richtlinien und Prozeduren untersuchen. • Anbieterdokumentation überprüfen. • Drahtlose Konfigurationseinstellungen © 2006 -2024 PCI DSS -Anforderung Erwartetes Testen Antwort♦ (Eine Antwort für jede Anforderung ankreuzen ) Vorhanden Vorhanden mit CCW Nicht Anwendbar Nicht Getestet Nicht",Personal befragen.,"Dies beinhaltet, ist aber nicht beschränkt auf standardmäßige drahtlose Verschlüsselungsschlüssel, Passwörter für drahtlose Zugriffspunkte, SNMP - Standardeinstellungen und alle anderen sicherheitsrelevanten drahtlosen Anbieter - Standardeinstellungen."
2.3.2,"Für drahtlose Umgebungen, die mit der CDE verbunden sind oder Kontodaten übertragen, werden die drahtlosen Verschlüsselungsschlüssel wie folgt geändert:: • Immer dann, wenn Personal mit Kenntnis des Schlüssels das Unternehmen oder die Funktion verlassen, für die die Kenntnis notwendig war. • Immer dann, wenn vermutet wird oder bekannt ist, dass ein Schlüssel kompromittiert wurde. • Schlüsselverwaltungsdokumentation untersuchen. © 2006 -2024 Schutz von Kontodaten Anforderung 3: Schutz von gespeicherten Kontodaten PCI DSS -Anforderung Erwartetes Testen Antwort♦ (Eine Antwort für jede Anforderung ankreuzen ) Vorhanden Vorhanden mit CCW Nicht Anwendbar Nicht Getestet Nicht",Personal befragen.,
3.1,Prozesse und Mechanismen zum Schutz gespeicherter Kontodaten sind definiert und verstanden.,,
3.1.1,"Alle Sicherheitsrichtlinien und Betriebsprozeduren, die in Anforderung 3 identifiziert werden, sind: • Dokumentiert. • Auf dem neuesten Stand gehalten. • In Verwendung.",Allen betroffenen Parteien bekannt. • Dokumentation untersuchen. ; Personal befragen.,
3.1.2,"Die Rollen und Verantwortlichkeiten für die Durchführung der in Anforderung 3 genannten Tätigkeiten sind dokumentiert, zugewiesen und verstanden. • Dokumentation untersuchen. © 2006 -2024 PCI DSS -Anforderung Erwartetes Testen Antwort♦ (Eine Antwort für jede Anforderung ankreuzen ) Vorhanden Vorhanden mit CCW Nicht Anwendbar Nicht Getestet Nicht",Verantwortliches Personal befragen.,
3.2,Speicherung von Kontendaten wird auf einem Minimum gehalten.,,
3.2.1,"Die Speicherung von Kontodaten wird durch die Implementierung von Richtlinien, Verfahren und Prozessen zur Datenaufbewahrung und - entsorgung auf ein Minimum beschränkt, die mindestens Folgendes beinhalten: • Abdeckung für alle Speicherorte von gespeicherten Kontodaten. • Abdeckung aller sensiblen Authentifizierungsdaten (SAD), die vor Abschluss der Autorisierung gespeichert wurden. Dieser Aufzählungspunkt ist bis zum Datum des Inkrafttretens einer bewährten Praktik, weitere Informationen finden Sie in den Anwendbarkeitshinweisen unten. • Begrenzung der Datenspeichermenge und - aufbewahrungszeit auf das, was für gesetzliche oder behördliche und/oder Geschäfsanforderungen erforderlich ist. • Spezifische Aufbewahrungsanforderungen für gespeicherte Kontodaten, die die Länge der Aufbewahrungsfrist definieren und eine dokumentierte geschäftliche Begründung beinhalten. • Prozesse zum sicheren Löschen von Kontodaten oder wodurch Kontodaten nicht wiederhergestellt werden können, wenn sie gemäß der Aufbewahrungsrichtlinie nicht mehr benötigt werden. • Ein Prozess, um mindestens alle drei Monate zu verifizieren, ob gespeicherte Kontodaten, die die definierte Aufbewahrungsfrist überschreiten, sicher gelöscht oder nicht wiederhergestellt werden können. (fortgesetzt) • Die Richtlinien, Prozeduren und Prozesse zur Aufbewahrung und Entsorgung von Daten untersuchen. © 2006 -2024 PCI DSS -Anforderung Erwartetes Testen Antwort♦ (Eine Antwort für jede Anforderung ankreuzen ) Vorhanden Vorhanden mit CCW Nicht Anwendbar Nicht Getestet Nicht","Personal befragen. • Dateien und Systemaufzeichnungen auf Systemkomponenten, in denen Kontodaten gespeichert sind, untersuchen. • Die Mechanismen beachten, die verwendet werden, um Kontodaten nicht wiederherstellbar zu machen.","Wenn Kontodaten von einem TPSP gespeichert werden (zum Beispiel in einer Cloud- Umgebung), sind Entitäten dafür verantwortlich, mit ihren Dienstleistungsanbietern zusammenzuarbeiten, um zu verstehen, wie der TPSP diese Anforderung für die Entität erfüllt. Die Überlegungen beinhalten, sicherzustellen, dass alle geografischen Instanzen eines Datenelements sicher gelöscht werden. Der obige Aufzählungspunkt (für die Abdeckung von SAD, die vor Abschluss der Autorisierung gespeichert wurden) ist eine bewährte Praktik bis zum 31. März 2025, danach ist er als Teil von Anforderung 3.2.1 erforderlich und muss bei einer PCI DSS - Bewertung v ollständig berücksichtigt werden."
3.3,Sensible Authentifizierungsdaten (SAD) werden nach der Autorisierung nicht gespeichert.,,
3.3.1,"SAD werden nach der Autorisierung nicht gespeichert , selbst wenn sie verschlüsselt sind. Alle empfangenen sensiblen Authentifizierungsdaten werden nach Abschluss des Autorisierungsprozesses nicht wiederherstellbar gemacht. • Dokumentierte Richtlinien und Prozeduren untersuchen. • Systemkonfigurationen • Die sicheren Datenlöschprozesse beachten.",,"Ein Teil dieses Hinweises zur Anwendbarkeit wurde für diesen SAQ absichtlich entfernt, da er nicht für Händlerbewertungen gilt. . Sensible Authentifizierungsdaten beinhalten die in den Anforderungen 3.3.1.1 bis"
3.3.1.1,Der vollständige Inhalt einer Spur wird nach Abschluss des Autorisierungsprozesses nicht gespeichert . • Datenquellen untersuchen.,,"Im normalen Geschäftsverlauf müssen möglicherweise folgende Datenelemente von der Spur aufbewahrt werden: • Name des Karteninhabers. • Primäre Kontonummer (PAN). • Ablaufdatum. • Dienstleistungscode. Um das Risiko zu minimieren, nur diese Datenelemente sicher speichern, die für den Geschäftsverkehr erforderlich sind."
3.3.1.2,Der Kartenverifizierungscode wird nach Abschluss des Autorisierungsprozesses nicht gespeichert . • Datenquellen untersuchen.,,"Der Kartenverifizierungscode ist die drei - oder vierstellige Zahl, die auf der Vorder - oder Rückseite einer Zahlungskarte aufgedruckt ist, die verwendet wird, um Transaktionen ohne Karte zu verifizieren."
3.3.1.3,genannten Daten. © 2006 -2024 PCI DSS -Anforderung Erwartetes Testen Antwort♦ (Eine Antwort für jede Anforderung ankreuzen ) Vorhanden Vorhanden mit CCW Nicht Anwendbar Nicht Getestet Nicht,,
3.3.2,"SAD, die elektronisch vor dem Abschluss der Autorisierung gespeichert werden, sind mit starker Kryptographie verschlüsselt. • Datenspeicher und Systemkonfigurationen untersuchen.",Anbieterdokumentation untersuchen.,"Ob SAD vor der Autorisierung gespeichert werden dürfen, wird von den Organisationen bestimmt, die Einhaltungsprogramme verwalten (zum Beispiel Zahlungsmarken und Erwerber) verwalten. Erkundigen Sie sich bei diesen Organisationen nach zusätzlichen Kriterien. Diese Anforderung gilt für die gesamte Speicherung von SAD, auch wenn kein PAN in der Umgebung vorhanden ist. Siehe Anforderung 3.2.1 für eine zusätzliche Anforderung, die gilt, wenn SAD vor Abschluss der Autorisierung gespeichert wird. Ein Teil dieses Hinweises zur Anwendbarkeit wurde für diesen SAQ absichtlich entfernt, da er nicht für Händlerbewertungen gilt. . Diese Anforderung ersetzt weder die erforderliche Verwaltung von PIN -Sperren, noch bedeutet sie, dass eine ordnungsgemäß verschlüsselte PIN -Sperre erneut verschlüsselt werden muss. Diese Anforderung ist bis zum 31. März 2025 eine bewährte Praktik, danach wird sie benötigt und muss bei einer PCI DSS -Bewertung vollständig berücksichtigt werden."
3.3.3,"Zusätzliche Anforderung für Aussteller und Unternehmen, die Ausstellungsdienstleistungen unterstützen und sensible Authentifizierungsdaten speichern. © 2006 -2024 PCI DSS -Anforderung Erwartetes Testen Antwort♦ (Eine Antwort für jede Anforderung ankreuzen ) Vorhanden Vorhanden mit CCW Nicht Anwendbar Nicht Getestet Nicht",,
3.4,Der Zugriff auf die Anzeigen des vollständigen PAN und die Möglichkeit zum Kopieren von PAN sind eingeschränkt.,,
3.4.1,"Die PAN wird bei der Anzeige maskiert (die BIN und die letzten vier Ziffern sind die maximale Anzahl anzuzeigender Ziffern), sodass nur Personal mit einem legitimen Geschäftsbedarf mehr als die BIN und die letzten vier Ziffern der PAN sehen kann. • Dokumentierte Richtlinien und Prozeduren untersuchen. © 2006 -2024 PCI DSS -Anforderung Erwartetes Testen Antwort♦ (Eine Antwort für jede Anforderung ankreuzen ) Vorhanden Vorhanden mit CCW Nicht Anwendbar Nicht Getestet Nicht","Systemkonfigurationen untersuchen. • Die dokumentierte Liste der Rollen, die Zugriff auf mehr als die BIN und die letzten vier Ziffern der PAN benötigen (einschließlich der vollständigen PAN) untersuchen. • Anzeigen von PAN (z. B. auf dem Bildschirm, auf Papierquittungen) untersuchen.","Diese Anforderung ersetzt nicht die vorhandenen strengeren Anforderungen für Anzeigen von Karteninhaberdaten – zum Beispiel gesetzliche Anforderungen oder Anforderungen an Zahlungsmarken für Kassenbelege (POS). Diese Anforderung bezieht sich auf den Schutz von PAN, wenn sie auf Bildschirmen, Papierbelegen, Ausdrucken usw. angezeigt wird, und darf nicht mit Anforderung 3.5.1 zum Schutz von PAN bei der Speicherung, Verarbeitung oder Übertragung verwechselt werden."
3.4.2,"Bei der Verwendung von Fernzugriffs - Technologien verhindern technische Kontrollen das Kopieren und/oder Verlagern von PAN für das ganze Personal, mit Ausnahme von Personal mit dokumentierter, ausdrücklicher Autorisierung und einem legitimen, definierten Geschäftsbedarf. • Dokumentierte Richtlinien und Prozeduren und dokumentierte Nachweise für technische Kontrollen untersuchen. • Konfigurationen für Fernzugriffstechnologien • Prozesse beachten. © 2006 -2024 PCI DSS -Anforderung Erwartetes Testen Antwort♦ (Eine Antwort für jede Anforderung ankreuzen ) Vorhanden Vorhanden mit CCW Nicht Anwendbar Nicht Getestet Nicht",Personal befragen.,"Das Speichern oder Verlagern von PAN auf lokalen Festplatten, austauschbaren elektronischen Medien und anderen Speichergeräten bringt diese Geräte in den Geltungsbereich von PCI DSS. Diese Anforderung ist bis zum 31. März 2025 eine bewährte Praktik, danach wird sie benötigt und muss bei einer PCI DSS -Bewertung vollständig berücksichtigt werden."
3.5,"Die primäre Kontonummer (PAN) ist überall dort gesichert, wo sie gespeichert ist.",,
3.5.1,"PAN wird überall dort, wo sie gespeichert wird, unlesbar gemacht, indem eine der folgenden Vorgehensweisen verwendet wird: • Einweg-Hashes basierend auf starker Kryptographie der gesamten PAN. • Abschneiden (Hashing kann nicht verwendet werden, um das abgeschnittene Segment von PAN zu ersetzen). – Wenn in einer Umgebung gehashte und abgeschnittene Versionen derselben PAN oder unterschiedliche Abschneidungsformate derselben PAN vorhanden sind, werden zusätzliche Kontrollen durchgeführt, damit die verschiedenen Versionen nicht korreliert werden können, um die ursprüngliche PAN zu rekonstruieren • Verzeichnistoken. • Starke Kryptographie mit zugehörigen Schlüsselverwaltungsprozessen und - verfahren. • Dokumentation über das System, das verwendet wird, um PAN unlesbar zu machen, untersuchen. • Datenrepositorien © 2006 -2024 PCI DSS -Anforderung Erwartetes Testen Antwort♦ (Eine Antwort für jede Anforderung ankreuzen ) Vorhanden Vorhanden mit CCW Nicht Anwendbar Nicht Getestet Nicht","Audit -Protokolle untersuchen, einschließlich Zahlungsanwendungsprotokoll ; Kontrollen untersuchen, um zu verifizieren, dass die gehashten und abgeschnittenen PANs nicht korreliert werden können, um die ursprüngliche PAN zu rekonstruieren.","Diese Anforderung gilt sowohl für PANs, die im primären Speicher (Datenbanken oder flachen Dateien wie Tabellenkalkulationen für Textdateien) gespeichert sind, als auch im nicht primären Speicher (Backup-, Audit -Protokolle, Ausnahme - oder Fehlerbehebungsprotokolle) . Diese Anforderung schließt die Verwendung temporärer Dateien mit Klartext -PAN beim Ver- und Entschlüsseln von PAN nicht aus"
